Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Platelet activation	1/124	0.2675403902734135	0.28318602713150787	0	0	3.2896963663514187	4.337414433160371	PIK3CA
Spinocerebellar ataxia	1/143	0.3017829564686885	0.3175739251211199	0	0	2.8467950560505892	3.410594866305226	PIK3CA
Retrograde endocannabinoid signaling	1/148	0.3105302270346101	0.32489000631944753	0	0	2.749271137026239	3.215201203875706	PTGS2
Adrenergic signaling in cardiomyocytes	1/150	0.3139989845586295	0.3266311276155858	0	0	2.712094233666621	3.141596466170354	BCL2
Ribosome	1/158	0.3277037968552589	0.33893935560458205	0	0	2.5728584427401535	2.8703970097526006	RPS19
Tight junction	1/169	0.34611068164657255	0.3559433714660774	0	0	2.4030612244897958	2.5496399471999527	ERBB2
Protein processing in endoplasmic reticulum	1/171	0.3494039111808349	0.35730004476684246	0	0	2.3745498199279713	2.4969025061029213	BCL2
Alcoholism	1/186	0.3735903703808139	0.3798868372973444	0	0	2.1803640375068944	2.146776288649915	KRAS
Neutrophil extracellular trap formation	1/189	0.37832081798382067	0.38254786622945	0	0	2.1452453321754232	2.085205747179162	PIK3CA
cAMP signaling pathway	1/216	0.41934932166703004	0.42167904012073576	0	0	1.8732795443758898	1.627975467192003	PIK3CA
Parkinson disease	1/249	0.4659040445720373	0.4659040445720373	0	0	1.6212969058591178	1.2383069829953701	TP53
